Período,Região,Valor PVP (Ambulatório),Nº Embalagens (Ambulatório),Preço Médio por Embalagem (Ambulatório),Valor PVP (Genéricos),Nº Embalagens (Genéricos),Preço Médio por Embalagem (Genéricos)
2013-07,Algarve,6566086.010000001,476109,13.791140285102783,1370099.5599999998,174200,7.865095063145809
2013-08,Norte,44120808.17000001,3612671,12.212794403365269,10717483.41,1473142,7.275254802320482
2013-09,Alentejo,7109372.339999999,562665,12.63517784116659,1765343.9,231063,7.640097722266221
2013-10,Alentejo,7765019.960000001,627233,12.379801381623736,1938194.8499999996,258237,7.5054885628318155
2014-01,Lisboa,59601040.739999995,4875450,12.224726074516198,14121376.780000003,1942902,7.268187885956164
2014-03,Centro,39439177.470000006,3185757,12.379844875174097,9133328.399999999,1255918,7.272233059801674
2014-04,Centro,38106915.17,3059024,12.45721353281308,8883479.290000001,1219821,7.2826089155704
2014-06,Alentejo,7064054.410000001,572580,12.337235687589509,1820544.6100000003,246233,7.393584978455367
2014-07,Norte,49446851.92999999,4164355,11.873832065229788,12578703.49,1762572,7.136561507841949
2014-08,Alentejo,6819068.009999999,553814,12.312920962633662,1766557.12,240012,7.36028665233405
2014-08,Lisboa,47653236.35999999,3799457,12.542117560482982,11612179.059999999,1582988,7.335607762029781
2014-09,Algarve,6157631.74,449396,13.702017240918924,1299759.01,169507,7.667878081731138
2014-09,Norte,47213404.66,3986003,11.8447990781743,12001167.999999996,1694280,7.0833439573152
2014-10,Alentejo,7806691.840000002,643317,12.135062247694375,1995899.04,275166,7.253436253025447
2014-12,Lisboa,57701951.81,4645313,12.42154227497695,13813993.15,1912652,7.222428936366888
2015-02,Lisboa,53575355.94000001,4409561,12.149816260620957,12901104.970000003,1822862,7.077389824353134
2015-03,Centro,40357430.36000001,3272263,12.333186654006724,9384958.6,1315689,7.133113220525519
2015-05,Norte,47067321.56,3997606,11.773877055417667,12025281.67,1704812,7.053728897966462
2015-06,Norte,46414061.37,3905888,11.883100941450445,11799686.469999997,1661998,7.099699560408615
2015-07,Centro,41621048.78999999,3334845,12.480654660111638,9790382.759999998,1339516,7.308895720543837
2015-08,Centro,37282107.18,2976523,12.525388575865195,8767178.31,1203718,7.283415476050039
2015-09,Centro,39591442.49999999,3174763,12.470676551289023,9337501.379999997,1278613,7.302836260854533
2015-10,Alentejo,7573583.280000001,625437,12.109266448898932,1978128.7100000002,268885,7.356783420421371
2016-01,Norte,48427431.14,4109952,11.782967572370675,12336029.74,1753372,7.035603249053823
2016-01,Centro,39817164.66,3213049,12.392330356617654,9395024.79,1303507,7.207498532804196
2016-02,Alentejo,7100306.34,588692,12.06115649609643,1884718.73,257519,7.318756014119346
2016-04,Alentejo,7253368.91,603309,12.022643305503482,1939393.19,263941,7.34782845408633
2016-04,Algarve,6043709.06,454044,13.310844455603421,1302032.05,169523,7.68056281448535
2016-05,Centro,40232968.53,3290341,12.227598455600804,9634978.67,1329717,7.24588665858976
2016-05,Algarve,6175028.74,463493,13.322809060762514,1324956.19,172484,7.681617947171912
2016-07,Centro,38915800.620000005,3149918,12.354544029400133,9289240.46,1277813,7.2696399707938495
2016-08,Centro,38488434.339999996,3101555,12.409399265852128,9199342.6,1265814,7.267531090665769
2016-09,Lisboa,53482208.29,4315792,12.392211740046786,13094209.37,1784147,7.339198715128293
2016-12,Centro,40536348.91,3314076,12.231568892807527,9479617.75,1334164,7.105286718874141
2017-01,Norte,51375648.08,4438226,11.575716982415948,13055082.4,1892761,6.897374998745219
2017-02,Lisboa,52722890.81,4316218,12.215066711180947,12674235.66,1745912,7.259378284816187
2017-03,Alentejo,7956461.43,651656,12.20960357918902,2037275.81,278050,7.327012443805072
2017-04,Alentejo,6843631.5,561488,12.18838425754424,1792950.39,243526,7.362459819485394
2017-06,Norte,48083312.94999993,4064503,11.830059653049814,12404011.970000012,1756598,7.061383407017435
2017-07,Centro,40687642.34999987,3264264,12.464568536735959,9705155.439999986,1341694,7.233508862676576
2017-08,Norte,47208608.92999999,3981424,11.857217148939673,12301626.000000013,1748593,7.03515683752595
2017-08,Alentejo,7112161.250000009,578344,12.29745834658959,1904192.2999999975,257141,7.405245760108258
2017-09,Centro,39815695.76000001,3201460,12.436730666633352,9554721.900000012,1320343,7.236545276492556
2017-09,Alentejo,7166313.950000034,587249,12.203194811740904,1921192.1400000001,259886,7.392441839883642
2017-10,Lisboa,57822025.64000001,4747312,12.17995059941289,14104365.579999998,1933187,7.2959137320911
2017-10,Alentejo,7514219.129999995,618797,12.14327013544021,2000342.7900000007,271455,7.368966458529041
2017-11,Lisboa,58029911.99000027,4754107,12.20626965064107,14250759.259999977,1950070,7.307819339818559
2017-11,Alentejo,7502322.709999979,616091,12.177296389656687,2004308.0900000064,271460,7.383438038753431
2018-04,Norte,55912027.12,4743719,11.786538603994039,14778727.0,2082436,7.09684571338567
2018-04,Algarve,6152882.3,460811,13.35229041841449,1368334.43,177532,7.707536838429128
2018-05,Norte,51356503.52000025,4348309,11.81068399692852,13554770.599999975,1910584,7.094569304463962
2018-06,Lisboa,56948233.009999946,4644172,12.262300580167992,14583131.700000018,1964827,7.422094515191423
2018-08,Alentejo,7120983.679999985,581878,12.237932487566097,1962211.150000005,261973,7.490127417711005
2018-09,Norte,48793024.71000006,4074473,11.975297102226486,12949244.520000089,1802102,7.185633510200915
2018-09,Lisboa,53407904.1799999,4319359,12.36477546321107,13728104.010000063,1830628,7.499122710894875
2018-10,Norte,62177359.84000019,5228288,11.892489442050666,16258260.62000001,2269778,7.162929863625434
2018-11,Algarve,6566161.50000003,487169,13.478200583370514,1457580.0900000003,186909,7.798340850360337
2018-12,Norte,58456505.53000006,4877649,11.984565828742507,15282097.99,2132049,7.167798671606516
2018-12,Algarve,6320359.579999992,468943,13.477884476364913,1400564.3399999982,180128,7.775383838159521
2019-01,Centro,34107089.060000084,2732206,12.483351936127834,8153170.7000000095,1125321,7.245195548647906
2019-02,Algarve,6227727.599999992,471176,13.21741260166051,1374134.5900000026,180513,7.612385756150541
2019-03,Lisboa,59320000.38000039,4806968,12.340419237240686,14918074.389999988,2024520,7.3686969701460034
2019-03,Algarve,6655819.790000006,498094,13.362577726292638,1484628.4400000018,193317,7.679761428120661
2019-04,Lisboa,58044745.62000002,4685568,12.38798489745534,14723981.320000002,1992551,7.389512900799027
2019-05,Lisboa,63845084.82000005,5137867,12.426379433332947,16114166.53000001,2178340,7.397452431668156
2019-06,Algarve,6361278.5600000005,467576,13.604801272948142,1415186.319999998,182846,7.73977182984587
2019-07,Norte,57490992.16000009,4703581,12.222813248033805,15005865.050000047,2101859,7.139330016904106
2019-09,Norte,51797615.55000042,4210558,12.301841121770659,13423695.01999997,1889834,7.103108008428237
2019-11,Centro,44385355.11000003,3427791,12.94867601612818,10498398.619999995,1438496,7.298177137788354
2019-11,Alentejo,7789943.139999983,613351,12.700628416681448,2068365.6400000013,276344,7.484749587470693
2020-01,Centro,46764872.890000366,3638612,12.852393409904757,11121042.690000052,1526881,7.28350322651212
2020-01,Algarve,7225499.3599999845,533431,13.545330811295152,1575990.659999999,208072,7.5742563151216835
2020-02,Centro,42880616.67000065,3318171,12.922967704196273,10141412.059999945,1391921,7.285910665907005
2020-04,Norte,48397561.22,3753439,12.89419149212229,12449865.61999999,1726981,7.209034505880488
2020-05,Norte,48408264.92000052,3812221,12.69817907198993,12488770.589999935,1728133,7.226741570237901
2020-07,Norte,56487661.24000045,4492611,12.573459228942912,14544274.620000001,2019003,7.203691435822533
2020-08,Lisboa,51140677.07999982,3928782,13.01692918568651,12825104.179999925,1703429,7.528992508639882
2020-11,Norte,56475369.71000114,4413019,12.797445401889531,14247240.590000045,1961751,7.262512209755491
2020-12,Centro,45047318.71,3365046,13.3868359332978,10883167.35,1445376,7.52964443162194
2020-12,Alentejo,7818241.41,597720,13.0801067556716,2098541.46,273963,7.65994481006559
2021-01,Centro,44716682.73,3359652,13.309915053702,10852854.18,1443239,7.51978998627393
2021-01,Algarve,7160164.33,508204,14.0891538240549,1607718.78,203897,7.8849555412782
2021-04,Norte,55854130.21,4401229,12.6905757937158,14521068.71,1987369,7.3066796905859
2021-04,Alentejo,7730616.82,595600,12.9795446944258,2065979.52,270028,7.65098256477106
2021-07,Norte,60682559.93,4777338,12.7021701060298,15693064.9,2160008,7.26528091562624
2021-07,Algarve,7883465.04,569932,13.8322905890527,1779013.65,228634,7.78105465503818
2021-08,Lisboa,57370227.17,4371223,13.1245253719611,14391609.72,1905724,7.55178069856915
2021-08,Algarve,7744422.57,561137,13.801304440805,1732176.79,222722,7.77730439741022
2021-09,Norte,58699545.53,4564748,12.8593178703403,15028480.98,2059696,7.29645587504175
2021-09,Algarve,7554391.09,538058,14.0401055090715,1689384.36,215445,7.84137185824688
2021-10,Centro,48067983.18,3611428,13.3099658030009,11368278.43,1520270,7.47780225223151
2021-11,Norte,63578619.91,4937184,12.8775066738448,15731167.61,2169887,7.2497635176394
2021-12,Norte,62718378.16,4840916,12.9558906124378,15787853.85,2170914,7.27244554597741
2021-12,Algarve,7662338.03,538590,14.2266622662879,1697189.44,217624,7.79872367018344
2022-02,Lisboa,62335402.16,4723918,13.1956994511759,15283219.88,2025001,7.54726534949859
2011-02,Norte,48920063.67,3352381,14.592632421553517,12031406.72,988788,12.167832457513644
2011-03,Algarve,6979244.080000001,419693,16.62940311132185,1585499.2500000005,112900,14.04339459698849
2011-04,Alentejo,8292165.419999999,538018,15.412431219773314,2113412.21,166307,12.707896901513466
2011-04,Centro,42401316.129999995,2763296,15.344471287187472,9635427.68,776628,12.406747735080373
2011-06,Algarve,7077274.23,412108,17.17334832131383,1559492.4299999995,112462,13.866838843342636
2011-07,Lisboa,67332188.85,4285140,15.712949600246432,14856699.02,1302597,11.405445444753827
2011-08,Alentejo,8689317.45,553410,15.701410256410256,2166426.4299999997,183907,11.780010711935923
2011-08,Algarve,7421524.4399999995,441582,16.806673369838443,1592979.2200000002,124579,12.786900039332473
2011-08,Centro,44216540.489999995,2869262,15.410422781189029,10023616.479999997,871053,11.507470245782974
2011-10,Algarve,6887970.130000002,418562,16.456272021827118,1452425.34,114484,12.686710282659586
2011-10,Norte,54955712.27000001,3931513,13.978260346589217,12607376.610000001,1220456,10.330054184665405
2011-11,Alentejo,8931623.51,582530,15.332469589549035,2134836.6800000006,196472,10.865857119589563
2012-02,Alentejo,7912898.680000001,545075,14.517082383158282,1876982.23,191788,9.78675532358646
2012-02,Lisboa,57331824.50000001,3991337,14.364065098988135,12282958.55,1335453,9.197597032617397
2012-03,Lisboa,61672025.24999999,4307648,14.316867406529036,13074835.980000002,1462696,8.938860829591386
2012-05,Algarve,6364005.690000001,420124,15.147922256286243,1245826.52,130250,9.564886909788868
2012-06,Algarve,5738776.009999999,371472,15.448744481414478,1093447.46,119802,9.127121917831088
2012-06,Norte,44740837.32,3424221,13.065989993052435,9797311.589999998,1253357,7.816856322659863
2012-09,Norte,42643225.120000005,3511213,12.14486991247754,8882307.19,1317233,6.743155683163115
2013-02,Alentejo,6465069.8100000005,533456,12.119218473501096,1500303.46,215172,6.9725775658542934
2013-02,Centro,34978353.230000004,2870740,12.184437890578737,7405090.840000001,1073595,6.897471430101668
2013-02,Norte,41670380.32,3566878,11.68259198099851,9558795.9,1413410,6.762932128681699
2013-03,Lisboa,50628914.220000006,4114124,12.306122571901092,11168490.75,1605112,6.958075666993954
2013-04,Alentejo,7595508.85,608861,12.474947237546829,1770475.94,243845,7.260661239721954
2013-04,Centro,40539592.699999996,3234236,12.53451903324309,8636296.020000001,1206911,7.155702466876184
2013-05,Norte,50094496.84,4126054,12.141018231947523,11832615.5,1656841,7.141672314965649
2013-06,Centro,36831507.14,2923016,12.60051506389291,8164662.490000002,1117309,7.307434639835535
2013-08,Algarve,6407585.149999999,466275,13.74207313280789,1329739.56,169267,7.85587007508847
2013-08,Centro,37537044.089999996,2964742,12.661150309200597,8433820.55,1136640,7.419957550323762
2013-09,Centro,38298943.699999996,3018279,12.689000486701195,8568147.069999998,1142188,7.501520826694028
2013-11,Lisboa,57582353.14,4590630,12.543453325578406,13279049.15,1789241,7.421610140836254
2013-12,Algarve,6037507.45,436006,13.847303592152402,1263340.44,161348,7.829910751915115
2013-12,Centro,39698384.080000006,3166254,12.537965709636689,9056335.89,1232544,7.34767755958408
2013-12,Lisboa,57254522.17,4582626,12.493823883947764,13448954.55,1825231,7.368357512008069
2014-04,Lisboa,54198590.26999999,4355532,12.44362118565539,13122046.07,1786747,7.344098560120711
2014-05,Alentejo,7706768.430000001,627050,12.29051659357308,1985593.71,267565,7.420976996243903
2014-05,Algarve,6139925.160000001,450177,13.638913494025685,1316856.58,168134,7.832184923929723
2014-06,Algarve,5794365.050000002,424441,13.651756192262297,1242761.6199999999,158693,7.8312314972935155
2014-08,Norte,43283647.42,3629619,11.925121457651617,11056870.53,1555955,7.106163436603243
2014-09,Lisboa,53773770.959999986,4307490,12.483783121957332,12988977.52,1775974,7.31372053870158
2014-10,Centro,42449832.23,3452232,12.296343997158939,9733150.01,1354739,7.184520420538568
2014-10,Lisboa,59374582.900000006,4850796,12.240173138594162,14058076.919999998,1939237,7.249282537410331
2014-11,Centro,38955098.00000001,3139277,12.408939383176447,8990430.269999998,1253019,7.1750151194834215
2014-11,Lisboa,54549234.85000001,4420284,12.340662918943671,12992878.720000003,1801621,7.211771354796598
2014-11,Norte,47161758.69000001,4021531,11.727314470533738,11898900.45,1698061,7.007345701950636
2014-12,Algarve,6080331.729999999,443129,13.721358182380296,1281343.33,167929,7.630268327686106
2015-03,Lisboa,57853921.180000015,4717910,12.262616535711791,13921514.31,1942284,7.167599748543467
2015-03,Norte,48952359.1,4189940,11.683307899397128,12401855.510000002,1784531,6.949644197831252
2015-04,Centro,39555801.970000006,3175786,12.455436849334308,9179153.1,1279239,7.175479406115667
2015-07,Norte,50525023.89999999,4249065,11.890856906166412,12911200.859999998,1816502,7.107727302254552
2015-09,Alentejo,7245514.750000001,595779,12.161413460360302,1900982.5200000003,258108,7.365066251336651
2015-11,Alentejo,7156271.79,586281,12.206214750264804,1861874.5599999998,253310,7.350181832537206
2015-11,Algarve,6063684.799999999,445624,13.607177351309621,1269566.5199999998,164666,7.709949352021667
2015-11,Norte,48958264.40999999,4140696,11.8236799827855,12308235.1,1740942,7.069870851527506
2016-01,Lisboa,56398451.21,4599684,12.26137517490332,13739000.13,1891263,7.264457735386354
2016-04,Centro,39324828.95,3219746,12.213643234590556,9454235.08,1305740,7.240518847550049
2016-04,Lisboa,55765265.95,4594316,12.137882102580667,13789045.2,1884114,7.318583270439049
2016-06,Norte,46721528.1,3993162,11.700383831159368,12074677.6,1709792,7.06207398326814
2016-07,Norte,47856150.92,4078966,11.73242211874284,12341976.13,1750411,7.0509018339121505
2016-07,Lisboa,55815296.900000006,4524551,12.33609631099307,13821240.7,1872010,7.383101959925427
2016-08,Algarve,6465877.8100000005,487429,13.26527106511923,1368500.81,179800,7.6112392102335935
2016-09,Centro,39461062.19,3175451,12.426915795583051,9364959.39,1291630,7.25049696120406
2016-09,Alentejo,7123097.2,582380,12.231012740822145,1888593.53,254750,7.413517291462218
2016-10,Centro,40669014.24,3300245,12.323028817557486,9530294.33,1322036,7.208800917675465
2016-11,Alentejo,7396031.850000001,611300,12.098857925732048,1923722.61,264588,7.270634382511679
2016-12,Lisboa,57569002.81,4773872,12.059184412569085,13809337.13,1936221,7.1321079205318
2016-12,Algarve,6137978.98,459854,13.34766899929108,1268092.95,168723,7.515827421276293
2017-04,Lisboa,52625673.699999996,4295751,12.250634103326751,12924057.62,1765938,7.318522858673407
2017-04,Algarve,5853930.16,436495,13.411219280862325,1240645.48,162542,7.63276863825965
2017-05,Alentejo,7667763.08,627046,12.228390070265977,2030977.18,274846,7.389509689062238
2017-06,Centro,39877716.340000056,3203715,12.447335777370975,9470516.310000021,1310306,7.2277134577724755
2017-06,Lisboa,55351436.770000115,4473030,12.374483687791075,13601457.68999997,1847529,7.36197249948443
2017-06,Alentejo,7264426.410000008,589576,12.321441866697436,1915477.7299999984,258561,7.408223707364987
2017-07,Norte,49992470.23999985,4235875,11.802158996665353,12976298.880000023,1845146,7.032667810568932
2017-08,Algarve,6573566.489999979,496198,13.247869781820924,1412222.0699999977,186132,7.587207304493573
2017-10,Norte,51831039.389999986,4439316,11.675456171626436,13240774.009999994,1895121,6.986769715495735
2017-11,Norte,51868092.86000069,4424918,11.721820124124491,13284093.840000108,1894790,7.0108528332955675
2017-11,Algarve,6336729.6400000155,472500,13.411068021164054,1370092.2899999963,178927,7.6572696686357915
2017-12,Centro,39850703.04000021,3207165,12.425523177011538,9470786.630000062,1323462,7.156069936273246
2017-12,Lisboa,56014663.08,4595859,12.18807258447224,13840070.180000018,1906639,7.258883396384957
2018-01,Algarve,6483537.37,498881,12.99616014640766,1435991.37,191928,7.481927441540578
2018-02,Lisboa,54956791.01,4587741,11.97905265576239,13884014.25,1917091,7.242230154958737
2018-03,Lisboa,58842630.92999998,4835587,12.168663479738857,14860725.860000048,2023462,7.344208025651111
2018-03,Alentejo,7554569.619999996,623948,12.107691057588127,2070856.3100000033,279171,7.41787760906399
2018-03,Algarve,6401890.020000011,479597,13.348478034683309,1419855.5699999933,184300,7.704045415084066
2018-05,Centro,41578971.75000009,3346935,12.42299947563968,10193257.31,1399746,7.282219281212449
2018-05,Alentejo,7588049.9099999815,626279,12.116085498635563,2076544.3399999992,279258,7.435935013500058
2018-07,Norte,52537111.70000089,4409501,11.914525407750421,13887450.160000004,1949025,7.125331978809919
2018-09,Algarve,6230217.750000006,464110,13.424011010320841,1377089.7699999982,178268,7.724828740996691
2018-10,Algarve,6731987.010000017,501543,13.422552024452573,1494417.2099999997,192310,7.770876241485101
2018-11,Centro,32898524.749999966,2593636,12.684326077367821,7884002.460000007,1071109,7.360597716945715
2018-11,Lisboa,61363797.97000002,5005660,12.258882538965894,15563344.740000036,2101609,7.405442563293189
2019-01,Lisboa,64197809.45999981,5308989,12.092285265612682,16145821.009999987,2217646,7.2806124196557915
2019-02,Lisboa,58565401.370000035,4784982,12.239419368766702,14622700.110000065,2002727,7.301394603458217
2019-03,Norte,53152147.73000016,4424578,12.012930437659854,13814169.439999988,1947867,7.091946955310598
2019-05,Norte,62975259.640000135,5202703,12.104334927440627,16420486.659999996,2308205,7.113963733723823
2019-05,Centro,34275751.30999999,2680194,12.788533706888376,8205243.310000022,1124869,7.294399001128151
2019-05,Alentejo,9354034.400000006,751667,12.444386144396397,2532424.479999998,338074,7.490740133816851
2019-06,Alentejo,7203389.479999985,576006,12.50575424561547,1946417.0899999966,260120,7.482765992618778
2019-07,Algarve,7437395.03000001,548179,13.5674570350196,1651661.6000000027,212863,7.759270516717338
2019-08,Centro,42308235.16000025,3274472,12.920628168449829,10276686.49000008,1405418,7.312192166316413
2019-09,Lisboa,55525571.98000024,4403658,12.608965541829143,13924213.189999973,1890074,7.367020121963464
2019-10,Centro,46752030.980000086,3629284,12.881888267768542,11065526.80000006,1521583,7.272378043130122
2019-11,Norte,56039081.19999987,4550442,12.315085259849454,14199966.120000005,2001955,7.093049604012081
2019-12,Alentejo,7785530.869999949,614471,12.67029830537153,2070551.2499999963,277888,7.4510279321165225
2020-02,Algarve,6798273.329999996,501640,13.552095785822495,1473515.089999995,193921,7.59853285616305
2020-03,Norte,68077621.2400004,5320408,12.79556403193146,17169108.410000145,2391966,7.177822933101953
2020-04,Alentejo,7323837.420000005,559857,13.081621592656704,1962757.6100000043,259264,7.570498063749708
2020-06,Lisboa,55292560.70000019,4264613,12.96543454236063,13858155.96000003,1838679,7.537017587082917
2020-07,Centro,45631572.47000042,3478590,13.11783580991161,11017554.020000035,1480718,7.440683519751928
2020-07,Algarve,7346962.720000012,529779,13.867976495859617,1638947.4600000002,208700,7.853126305701966
2020-10,Algarve,7214038.100000011,515483,13.994715829620008,1589678.9099999997,202180,7.862691215748342
2020-11,Centro,45509094.410000384,3409210,13.348868039809922,10790831.890000012,1440965,7.4886148449129655
2020-11,Alentejo,7852116.410000007,603986,13.000494067743302,2086470.3399999924,274119,7.611549509519561
2020-12,Norte,55810843.57,4345371,12.8437464994358,14338262.16,1960325,7.31422705928864
2020-12,Lisboa,61051390.04,4639747,13.1583446338777,15283457.0,2005349,7.62134521222989
2021-01,Norte,56630941.66,4434188,12.7714345129255,14599886.79,1998369,7.30590135755709
2021-03,Lisboa,64126795.49,4927042,13.0152727518864,16137017.14,2119654,7.61304304381753
2021-03,Centro,46696551.0,3537657,13.1998526143151,11423337.39,1516680,7.53180459292666
2021-03,Alentejo,8163960.05,631521,12.9274561732706,2191749.36,286477,7.65069921843638
2021-06,Alentejo,7740733.19,598279,12.9383334364068,2076135.72,272317,7.62396662712941
2021-08,Alentejo,7780869.19,594821,13.0810263760022,2065244.84,270965,7.62181403502297
2021-09,Centro,46560520.87,3487038,13.352455829274,11189462.22,1493222,7.49350211823828
2021-10,Lisboa,66011773.77,5054432,13.0601764491045,16002162.07,2124646,7.53168389934135
2021-10,Algarve,7599226.88,544327,13.9607751957922,1664421.67,215569,7.721062258488
2021-11,Lisboa,68427756.42,5230567,13.0822827467844,16403117.91,2186699,7.50131495464168
2021-12,Centro,48953090.95,3641149,13.4444075070809,11665637.28,1558825,7.48360930829311
2022-01,Lisboa,65694263.22,4953004,13.2635191128455,16033507.48,2130304,7.52639411088746
2022-02,Algarve,7176150.1,509055,14.0970034672088,1590627.44,204404,7.78178235259584
2022-02,Alentejo,7730328.07,585225,13.209155572643,1999701.47,263883,7.57798520556459
2022-03,Lisboa,62335402.16,4723918,13.1956994511759,15283219.88,2025001,7.54726534949859
2022-03,Centro,44997049.14,3341359,13.4666909901031,10737446.34,1431045,7.50322061151117
